longitude,latitude
64.867,-31.033
72.65,-24.767
97.483,-5.383
-141.2,-31.2167
-128.25,-41.5333
-125.3833,-43.1167
-114.87,-26.575
-92.2333,-41.7167
-105.17747,9.25939
-105.0082,9.24873
-100.066,-26.06
-91.761,-25.372
-91.607,-25.434
-90.719,-25.882
-86.704,-26.383
-84.313,-25.514
-83.672,-23.802
-83.47,-23.356
-83.313,-23.363
-83.245,-23.329
-82.805,-24.017
-82.676,-24.438
-81.956,-25.423
-81.908,-25.307
-80.885,-20.673
-80.786,-20.64
-126.717,21.45
-130.63333,10.43333
-146.5,-17.33333
-146.1667,-16.3333
-123.017,-46.733
-81.0,-20.0
-125.383,-43.117
-124.65,-44.383
-116.2167,1.45
-132.8833,-6.0833
-135.2167,-12.85
-136.0333,-14.9833
-148.65,-19.8333
-143.0167,-29.15
-138.9167,-34.0167
-138.7833,-34.4167
-137.25,-36.3833
-137.4,-36.55
-137.0,-37.0833
-132.8167,-40.6
-129.1,-41.4
-125.8333,-42.2667
-125.5333,-42.8333
-130.8,8.8
-100.9667,-44.1367
-140.5,-32.1333
-130.5833,10.4167
-141.3917,-18.5167
-147.6667,-21.6167
-146.35,-27.95
-102.0,-42.0
-136.3,-15.383
-102.017,-41.983
-81.833,-37.067
-85.233,-25.517
-135.5333,-35.1833
-127.3333,-44.2167
-135.4833,-14.4667
-140.0833,-29.9167
-131.833,-40.55
-125.0,24.3667
-128.5667,11.0833
-118.0,9.9833
-129.0,9.05
-71.1,22.1166
-76.3667,30.25
-71.31667,-56.06667
-70.98333,-57.08333
-67.8333,-61.15
-70.9833,-57.0833
-67.3,-59.0333
-68.858,-59.767
-66.583,-58.283
-68.567,-60.1
-67.5,-59.017
-69.283,-59.317
-67.867,-61.117
-70.875,-57.9833
-71.3167,-56.0667
-67.6,-59.0
-68.8167,-59.2333
-70.7333,-63.2
-70.2167,-60.0167
-68.3333,-60.0667
-59.88333,-58.15
-59.4,-58.1
-59.11667,-57.11667
-59.08333,-56.995
-58.86167,-55.90167
-58.7,-56.23333
-58.33333,-56.25
-56.56667,-56.95
-56.48333,-56.93333
-55.96667,-57.76667
-55.95,-57.95
-55.93333,-57.66667
-55.83333,-55.1
-49.067,-60.008
-48.99167,-59.01667
-48.88333,-59.14167
-45.20167,-55.93333
-44.9333,-58.03333
-82.87167,-58.10167
-82.85,-58.053
-78.93333,-61.33333
-78.46,-58.29333
-75.28833,-60.09333
-75.06333,-61.045
-74.78333,-58.95
-74.75833,-62.85167
-74.64333,-59.02667
-114.81333,-54.915
-29.97833,-60.61
-90.78167,-57.73694
-89.905,-56.105
-160.62,-56.19667
-160.12,-62.43833
-159.89833,-52.025
-125.21,-60.705
-119.55,-57.15
-108.7,-57.85
-104.96667,-59.15
-99.95,-61.03333
-94.95,-59.088
-142.16667,-52.16667
-135.0,-64.05
-94.883,-55.0
-94.75,-57.033
-99.86667,-61.7
-144.867,-59.85
-137.76667,-60.33333
-120.33333,-61.18333
-120.1,-43.96667
-119.58333,-40.13333
-119.33333,-56.53333
-119.31667,-56.4
-96.86667,-39.85
-89.55,-33.075
-88.0,-32.96667
-84.0,-33.98333
-83.94167,-33.04167
-82.05,-33.05
-75.36667,-33.25
-56.85,-57.83333
-52.03333,-57.65
-115.01667,-60.4
-101.23333,-61.4
-95.31667,-62.13333
-150.03333,-38.96667
-145.18333,-45.1
-139.93333,-43.0
-134.3,-35.96667
-130.03333,-42.01667
-124.86667,-41.93333
-101.933,-62.5
-128.2,-63.05
-104.88333,-49.98333
-94.88333,-50.48333
-89.98333,-49.95
-86.21667,-42.08333
126.08,-52.975
119.625,-51.98
119.9,-55.03
114.293,-51.497
110.22833,-36.52833
-4.7933,71.4417
4.2633,72.8133
-34.2083,-31.1533
-136.0744,53.4912
-130.7583,50.6
162.0783,11.31
162.0711,11.3111
162.0639,11.3122
162.0567,11.3133
162.055,11.3137
162.0533,11.314
162.0517,11.3143
162.05,11.3147
162.0483,11.315
162.11,11.34
-168.255,-1.26
-87.28,8.624
-86.2322,8.243
-85.7913,8.5728
-139.425,-28.752
-127.033,35.433
-128.4833,40.3
-128.2667,41.1667
-127.9833,40.3833
-127.55,40.3667
34.233,-35.733
38.533,-33.466
-178.516,-35.85
0.15,-13.1517
10.2917,-32.855
-33.7,-8.9167
-41.4317,-32.5
-167.885,-38.643
-21.847,6.898
158.675,8.795
156.1667,10.4836
153.855,16.0336
153.56667,16.01697
153.5667,16.017
148.312,14.517
152.1,15.6836
152.3,16.3969
152.32,19.0336
-170.42,8.1733
-170.445,8.16
-168.8633,9.3367
-170.0133,7.55
-170.4167,8.1717
-168.8367,8.2617
-170.4567,8.175
-168.8467,9.335
-167.6167,10.0017
-167.8483,9.0217
-167.3833,8.875
-167.8217,7.0017
-168.1217,7.2817
-169.6133,7.18
-170.425,8.49
-169.0483,8.0483
-170.6717,9.93
-173.9883,13.115
-170.1617,8.1833
-177.1817,16.1467
-172.9833,4.985
-174.0083,9.9883
-174.0,8.9883
-173.9483,4.96
-172.0098,6.995
-173.0,4.9933
-171.9933,7.0267
-171.995,7.0233
-172.0017,7.9917
-172.005,9.005
-172.0033,9.0067
-171.0,7.9983
-170.9933,7.9967
-171.005,6.0067
-169.9867,6.0
-170.0167,4.99
-173.995,8.8483
-173.9967,8.8533
-173.4983,9.9967
-173.4967,9.4867
-174.0383,9.5083
-173.9267,9.0033
-173.8867,9.0383
-173.9167,9.04
-174.0333,8.0
-174.0133,6.97
-172.01,9.0117
-170.995,8.9217
-170.9983,7.985
-171.0017,7.0183
-171.0183,6.0183
-169.9933,6.0033
-174.0067,8.8567
-174.015,9.9783
145.973,37.986
144.536,38.395
145.923,41.248
-174.5083,10.175
-176.4567,9.5067
-175.035,9.985
-179.0267,10.9933
-179.0233,10.995
-179.03,6.98
-178.0067,8.0017
-177.98,8.9983
-177.9833,8.995
-178.0317,10.0133
-177.995,11.0067
-176.9817,10.9917
-177.0,8.9967
-177.0017,8.9867
-176.0167,8.9917
-175.9817,10.99
-174.985,8.985
-174.9833,8.9817
-174.9983,6.9667
-175.4717,6.4867
-175.4383,7.4967
-175.5,8.5433
-175.4983,8.5467
-174.99,9.4967
-174.9883,9.4983
-175.4867,9.99
-175.98,9.5033
-176.0067,9.9683
-176.00667,9.96833
-176.00833,9.93667
-176.0083,9.9367
-176.01,9.9067
-176.0133,9.875
-175.98167,9.89667
-175.985,9.9317
-175.9867,9.965
-178.9883,9.9817
-179.0367,6.9717
-178.035,10.02
-177.00833,9.98667
-177.0083,9.9867
-176.9833,7.99
-176.0283,8.9833
-175.98333,10.98667
-175.9833,10.9867
-175.0067,6.9617
-176.025,5.985
-175.96833,9.49667
-174.99501,9.48866
-136.648,-15.042
-135.648,-15.041
-131.29,-15.537
-131.263,-15.547
-117.528,-17.51
-117.437,-17.562
-116.185,-18.127
-115.99,-15.8
-114.8,-18.302
-113.788,-18.883
-106.638,-26.377
-105.577,-26.856
-104.838,-26.335
-101.109,-25.047
-93.386,-24.426
150.166,27.333
145.175,26.2
160.2433,19.7017
162.0083,16.8117
-155.2383,28.4986
-155.305,28.4769
-155.3333,28.4453
-155.2567,28.4786
-155.495,28.4936
-155.5,28.497
-155.4884,28.5036
-155.0384,28.3253
-143.967,22.95
-114.583,22.0
-96.18167,7.12333
-92.84667,6.47167
-92.79167,6.56
-92.78167,6.56333
-92.755,6.55167
-103.89333,8.79833
-34.993,-47.957
-35.627,-48.802
0.04,0.075
16.858,-39.53
21.925,-46.995
18.248,-58.442
9.0,-59.523
2.478,-63.558
0.465,-65.535
-16.293,-47.168
-33.088,-44.02
-122.745,30.4
146.0,38.467
-122.75,30.417
172.55,40.483
170.8,40.5
146.717,36.483
175.1667,27.7
-149.9,8.033
-148.867,6.083
-148.2,7.283
-146.033,13.533
-144.9,11.917
-142.7,8.417
-136.183,13.4
-135.067,14.65
-133.95,15.9
-132.833,17.167
-131.767,18.267
-179.3267,9.2783
-176.3033,17.2817
162.65,37.116
170.25,44.633
170.3,44.6167
170.283,44.55
170.4167,44.5
-169.633,-54.233
143.5367,36.07
143.5467,36.045
145.3,37.12
145.3133,37.13
134.64,10.8717
148.7667,23.8167
-146.0433,-11.0117
-146.025,-11.0233
-148.02,-20.39
-138.662,-35.075
-93.3533,-20.83
144.011667,31.7967
130.716656,16.050031
-168.65,25.5
153.65215,29.5532
168.9555,48.4025
153.652,29.553
168.956,48.403
169.655,45.867
-165.8,32.48333
-161.698,26.09167
-160.047,26.91667
-160.045,25.89167
147.13,18.155
152.16333,15.49
164.58333,11.96667
-151.05367,8.227
-149.97833,8.049
-149.03117,7.9645
-147.98833,7.97367
-67.233,39.393
-59.428,36.527
-58.69,35.605
-57.41,35.087
-157.8705,30.3553
-143.3565,20.6833
61.883,-29.9
64.0,-33.767
36.717,-31.067
-13.267,-22.667
-11.417,-5.783
-32.367,6.05
113.933,-32.267
105.367,-25.7
89.583,-14.117
175.417,13.633
176.933,12.417
177.8,11.5
-177.167,8.133
-177.25,8.117
-175.467,7.317
-170.983,9.817
-168.85,11.467
-140.383,21.433
57.55,-22.033
96.0,-33.783
97.2,-20.717
104.233,-25.083
111.467,-29.7
-140.4,21.467
-130.967,23.25
57.65,-25.5
91.533,-13.65
102.75,-32.75
66.57,-1.4317
67.1833,6.9167
67.183333,6.916667
-113.3,24.3836
59.275,-37.0283
59.895,-44.0467
61.95,-20.5167
64.96,-33.4583
63.5167,-34.575
60.8883,-39.56
59.77,-41.3883
59.95,-44.0117
62.765,-47.275
27.0133,-37.5467
59.29,-37.02
60.6833,-19.0633
64.6567,-23.08
63.51,-34.5783
60.865,-39.5467
62.9517,-47.21
62.71,-47.2617
48.25,-30.7833
50.7833,-32.6333
61.2667,-38.7
60.7667,-39.7
60.5667,-40.6333
61.9167,-31.3833
60.2833,-24.4333
59.9167,-24.1
64.9667,-22.9667
74.65,-16.85
76.9667,-13.55
78.95,-11.9833
85.8667,-13.4167
78.65,-11.9
78.5167,-11.9167
62.4,-23.3833
74.6333,-16.8333
39.7833,-30.4667
48.3167,-30.75
48.3667,-30.7333
49.0,-30.85
48.5833,-29.8667
50.7667,-32.65
52.7667,-32.7
61.7833,-31.4
68.25,-28.8833
59.9,-24.0667
58.35,-24.3833
58.3167,-24.4167
57.9,-23.4833
57.9667,-23.5833
58.2833,-24.3667
79.2333,-12.1833
77.75,-12.7833
77.8,-12.8333
79.6167,-12.95
77.05,-13.5833
81.18333,-57.1
81.38333,-57.06667
104.4833,-9.765
-151.367,41.117
-134.55,39.567
116.55,-39.2167
115.0667,-39.2333
115.05,-38.5
-174.9667,19.35
164.8667,12.1167
-29.933,33.5
-142.467,11.05
119.867,-39.3
-149.245,13.7467
-169.7333,19.1167
-171.5833,19.6667
-127.2667,20.85
-173.2833,18.5167
-173.3833,18.3333
-174.2833,17.8167
-174.2667,17.9
-174.3667,17.8
-176.45,16.8
-177.1667,17.1667
164.6833,12.15
165.0,12.05
164.9833,11.95
165.03,12.117
164.9,12.1833
-133.1167,14.3667
-161.133,14.15
-165.4833,10.0333
-168.1,7.6
-163.017,-35.833
-158.967,-29.583
-158.3333,-28.55
-157.517,-27.333
-155.983,-26.017
-154.75,-24.683
-154.0833,-23.8833
-149.6333,-5.9
-149.4,-4.433
-147.6,-0.067
-147.1,2.0
-145.3,9.1
-142.617,10.983
-138.9833,13.0667
-138.9333,13.1167
-130.7667,20.6333
-126.5,24.3
176.4167,-5.0833
174.15,-7.05
171.46667,-9.0
164.35,-12.5833
151.2333,-14.7833
58.0,-19.683
70.667,-42.05
119.8667,-39.1333
-165.933,-64.183
-177.2,-54.517
-177.3,-54.5833
-87.197,8.789
-87.1962,8.7898
-87.0988,9.0842
-87.0965,9.0808
-154.04335,-40.00883
-139.44717,-46.44917
-136.97767,-42.42983
-133.875,-46.95885
-115.267,-14.5518
-113.2667,24.4003
-113.4667,24.567
-117.557,-15.4633
-154.083,13.002
-153.617,11.367
-152.95,9.983
-152.63,8.6633
-150.975,2.9167
-151.01,2.9383
-146.4367,8.84
-146.457,9.047
-146.542,9.057
-146.572,9.062
-146.492,8.897
-146.493,8.932
-146.497,8.997
-146.4433,8.9017
-143.32,10.0083
-139.985,11.0133
-136.3617,15.1317
-136.362,15.132
-131.983,19.698
-132.0802,19.7002
-132.133,19.6
-126.3555,25.2757
-126.3515,25.2795
-126.3507,25.2803
-114.665,-20.853
154.951,15.357
162.776,10.318
173.21,-22.703
172.232,-20.523
-176.835,-31.8
-176.747,-31.902
-141.216,23.283
-148.0,23.9
-135.2667,24.4675
-135.2682,24.4651
-135.2697,24.4626
-135.2712,24.4602
-135.2727,24.4578
-135.2788,24.4481
-135.2803,24.4457
-135.2818,24.4433
-135.2833,24.4408
-146.5414,-16.4622
-146.57,-16.45
-119.666,25.25
143.8667,19.9125
-168.5833,26.3833
147.725,16.0611
-178.7167,28.6833
162.7,21.35
-176.8,28.9
154.5583,17.4
153.1125,17.5167
153.2667,16.5833
152.0458,16.0667
149.2833,14.95
147.6417,15.4167
146.5208,15.5
146.125,15.25
140.5542,13.9083
-167.3,25.6833
138.1167,14.5167
143.3167,13.4167
28.13333,-38.63333
25.06667,-37.78333
25.0667,-37.7833
-171.7167,-12.9833
-172.1333,-22.0
177.9833,9.3167
171.8,-23.533
-155.9167,40.235
-144.3333,53.5167
-155.2133,40.8833
-150.083,52.783
-145.25,56.166
108.9883,-45.1967
103.8217,-51.0667
98.1267,-61.05
99.225,-60.025
163.89,26.543
-107.612,-7.28
-103.565,-12.937
-113.735,-20.697
-106.148,-23.863
-115.173,-19.153
-114.777,-20.325
-114.732,-21.012
-114.0,-19.25
-113.575,-19.248
-113.24,-20.313
-113.173,-19.547
-112.983,-20.867
-112.31,-20.37
-112.152,-19.998
-112.112,-20.205
-111.858,-19.203
-110.48,-30.497
-110.468,-30.502
-105.48,-30.495
-101.067,-17.867
-99.545,-30.512
-95.295,-20.055
-103.497,-13.002
143.4117,36.0283
-150.6333,-14.05
-145.6333,-17.25
-149.3,-13.5667
-170.35,-8.0667
-170.8333,10.3
-175.7167,12.0
-108.1585,16.6783
-106.3217,16.2498
-105.9018,15.9718
-105.2982,15.6072
-104.5078,16.1705
-104.4967,16.8575
-104.471,16.7828
-103.91,11.332
-103.32,10.515
-127.15,38.8
-33.983333,15.966667
-140.052,11.048
-140.05,11.052
-92.835,6.652
-92.88,6.58
136.183,6.133
174.417,-7.8
178.2,-11.317
174.017,-4.85
179.35,3.1836
-178.583,6.033
-176.3,3.617
-179.717,0.25
-178.4183,-3.553
-178.417,-3.517
-176.2166,-9.5664
-168.55,-8.817
-165.7115,-5.1506
-171.7,7.067
-168.683,9.133
-165.55,10.5
-164.933,11.017
-166.9,9.583
-168.867,8.567
-170.95,10.383
-172.1,10.333
-172.783,11.383
-172.85,12.517
-168.817,14.433
-167.567,14.933
-166.667,15.66
9.1874,-65.0256
-0.4594,-65.1732
-34.365,-49.7488
-33.236,-50.371
-104.613,14.172
-104.565,8.912
-104.368,14.16
-104.195,11.557
-104.068,11.558
-103.923,10.382
-103.853,8.867
-103.815,14.125
-103.792,14.675
-103.675,13.212
-103.238,10.603
-157.74,30.368
-157.727,30.435
-157.692,30.405
-59.25,28.467
-54.77,24.267
-56.15,21.85
-67.9116,36.6983
-22.83,-16.55
-59.38,30.867
-67.95,36.7
-67.93,36.733
33.217,-41.32
-162.9,-48.3
